Id,Victimas,Hora,Lugar,Calle,Longitud,Latitud,Acusado,Año,Mes,Dia,Rol,Victima,Sexo,Edad,Barrio,nombre_comuna,url_imagen
2020-0011,1,11,CALLE,COLOMBRES,-58.41803309,-34.61823178,CARGAS,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31,Almagro,Almagro y Boedo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/93f26417933372dfb54c2ece0e73564accef311d.png?itok=cgfzuH0k
2020-0012,1,21,CALLE,MEXICO,-58.40604003,-34.61783553,MOTO,2020,2,18,PEATON,PEATON,FEMENINO,66,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0013,1,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,-58.47549929,-34.57994061,MOTO,2020,2,20,PEATON,PEATON,FEMENINO,58,Parque Chas,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2020-0014,1,2,CALLE,BERMUDEZ,-58.51398484,-34.61600366,PASAJEROS,2020,2,27,CONDUCTOR,MOTO,MASCULINO,42,Villa Devoto,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2020-0015,1,14,AVENIDA,BRASIL AV.,-58.36797542,-34.62519403,PASAJEROS,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29,San Telmo,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0016,1,13,AVENIDA,"ALEM, LEANDRO N. AV.",-58.37133616,-34.59879316,PASAJEROS,2020,2,29,PEATON,PEATON,MASCULINO,68,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0017,1,23,AVENIDA,BELGRANO AV.,-58.39613805,-34.61413568,AUTO,2020,3,5,PEATON,PEATON,MASCULINO,42,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0018,1,14,AVENIDA,"UDAONDO, GUILLERMO AV.",-58.44903073,-34.54200276,OBJETO FIJO,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31,Belgrano,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2020-0019,1,21,CALLE,CONSTITUCION,-58.41972364,-34.62846670,AUTO,2020,3,10,PEATON,PEATON,FEMENINO,80,Boedo,Almagro y Boedo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/93f26417933372dfb54c2ece0e73564accef311d.png?itok=cgfzuH0k
2020-0020,1,17,AVENIDA,PUEYRREDON AV.,-58.40571596,-34.60557123,MOTO,2020,3,13,PEATON,PEATON,FEMENINO,74,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0021,1,16,CALLE,"BRAVO, MARIO",-58.41451590,-34.59488319,AUTO,2020,3,14,PEATON,PEATON,FEMENINO,87,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2020-0022,1,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,-58.47297505,-34.66245085,CARGAS,2020,4,7,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,Villa Lugano,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2020-0023,1,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",-58.35791192,-34.63695178,CARGAS,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44,La Boca,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2020-0024,1,7,CALLE,MURGUIONDO,-58.50801713,-34.65177305,AUTO,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53,Naon,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2020-0025,1,5,AVENIDA,RIVADAVIA AV.,-58.40258477,-34.60975108,AUTO,2020,5,12,PEATON,PEATON,MASCULINO,42,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0027,1,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",-58.48267426,-34.68454456,CARGAS,2020,5,18,PEATON,PEATON,MASCULINO,76,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2020-0028,1,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.44248936,-34.60221948,PASAJEROS,2020,5,19,PEATON,PEATON,MASCULINO,91,Villa Crespo,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2020-0029,1,14,GRAL PAZ,"PAZ, GRAL. AV.",-58.52909134,-34.63886726,PASAJEROS,2020,6,10,PEATON,PEATON,MASCULINO,80,Liniers,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2020-0030,1,15,AVENIDA,SAN MARTIN AV.,-58.45158942,-34.60646580,MULTIPLE,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40,Caballito,Caballito,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2015/04/24/ad3944a28b39ed7b37880a97077cf13498b0cacb.jpg?itok=eDw0rwBH
2020-0031,1,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",-58.49344309,-34.65788529,CARGAS,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29,Mataderos,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2020-0032,1,23,AVENIDA,CORRIENTES AV.,-58.44259166,-34.59635137,AUTO,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21,Villa Crespo,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2020-0033,1,6,GRAL PAZ,"PAZ, GRAL. AV.",-58.46743471,-34.53476874,OBJETO FIJO,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32,Vicente López,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2020-0034,1,3,CALLE,"MITRE, BARTOLOME",-58.41178158,-34.60922259,AUTO,2020,8,2,PEATON,PEATON,FEMENINO,42,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0035,1,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.45068621,-34.63638927,PASAJEROS,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40,Parque Chacabuco,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2020-0036,1,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.42016954,-34.58778790,MOTO,2020,8,7,PEATON,PEATON,MASCULINO,72,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2020-0037,1,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.43850413,-34.65554754,AUTO,2020,8,29,PEATON,PEATON,MASCULINO,38,Villa Soldati,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2020-0038,2,4,AVENIDA,LAS HERAS GENERAL AV.,-58.40617526,-34.58345898,AUTO,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46,Recoleta,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2020-0038,2,4,AVENIDA,LAS HERAS GENERAL AV.,-58.40617526,-34.58345898,AUTO,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64,Recoleta,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2020-0040,1,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",-58.38526125,-34.57805810,OBJETO FIJO,2020,9,12,CONDUCTOR,AUTO,MASCULINO,42,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2020-0041,1,1,AVENIDA,CURAPALIGUE,-58.44750470,-34.63491705,PASAJEROS,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34,Parque Chacabuco,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2020-0042,1,17,AVENIDA,"DIAZ, ANA",-58.46745752,-34.68192648,PASAJEROS,2020,9,29,PEATON,PEATON,FEMENINO,53,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2020-0043,1,17,AVENIDA,"ALEM, LEANDRO N. AV.",-58.37202621,-34.59717942,PASAJEROS,2020,9,30,PEATON,PEATON,MASCULINO,64,Retiro,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0044,1,0,AVENIDA,LA PLATA AV.,-58.42779702,-34.62207347,AUTO,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43,Caballito,Caballito,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2015/04/24/ad3944a28b39ed7b37880a97077cf13498b0cacb.jpg?itok=eDw0rwBH
2020-0045,1,3,GRAL PAZ,"PAZ, GRAL. AV.",-58.46244952,-34.70524971,CARGAS,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50,Barrio Sarmiento,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2020-0046,1,21,AVENIDA,NAZCA AV.,-58.48440160,-34.60776782,MOTO,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41,Villa del Parque,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2020-0047,1,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,-58.46668375,-34.65174801,CARGAS,2020,10,27,PEATON,PEATON,MASCULINO,15,Flores,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2020-0048,1,20,AVENIDA,DORREGO AV.,-58.44958780,-34.59322448,OBJETO FIJO,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41,Chacarita,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2020-0049,1,20,AVENIDA,DEL LIBERTADOR AV.,-58.37533517,-34.59276462,AUTO,2020,10,30,PEATON,PEATON,MASCULINO,36,Retiro,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0050,1,22,AVENIDA,SANTA FE AV.,-58.42525456,-34.57866344,MOTO,2020,11,1,PEATON,PEATON,FEMENINO,28,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2020-0051,1,0,AVENIDA,AVELLANEDA AV.,-58.48493828,-34.62981124,AUTO,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49,Floresta,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2020-0052,1,6,AVENIDA,TUCUMAN,-58.40480504,-34.60183884,CARGAS,2020,11,7,CICLISTA,BICICLETA,MASCULINO,44,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0053,1,3,AVENIDA,"ALCORTA, AMANCIO AV.",-58.41125934,-34.65417740,AUTO,2020,11,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2020-0054,1,9,CALLE,INCLAN,-58.39956546,-34.62977080,AUTO,2020,11,19,CICLISTA,BICICLETA,MASCULINO,59,Parque Patricios,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2020-0055,1,12,AVENIDA,OLAZABAL AV.,-58.49005682,-34.57868970,CARGAS,2020,11,19,PEATON,PEATON,MASCULINO,91,Villa Urquiza,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2020-0056,1,13,GRAL PAZ,"PAZ, GRAL. AV.",-58.47064556,-34.69843756,CARGAS,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34,Villa Riachuelo,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2020-0057,1,7,AVENIDA,NAZCA AV.,-58.47501560,-34.61945902,AUTO,2020,11,23,PEATON,PEATON,MASCULINO,84,Villa Santa Rita,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2020-0058,1,16,AVENIDA,OLIVERA AV.,-58.48727942,-34.63652467,AUTO,2020,11,24,PEATON,PEATON,MASCULINO,57,Vélez Sarsfield,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2020-0059,1,6,CALLE,BRASIL,-58.37951690,-34.62794241,PASAJEROS,2020,12,1,PEATON,PEATON,FEMENINO,49,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0060,1,20,AVENIDA,HOMERO,-58.47750832,-34.65672199,MOTO,2020,12,3,PEATON,PEATON,FEMENINO,69,Parque Avellaneda,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2020-0061,1,14,AUTOPISTA,"CANTILO, INT.",-58.44927253,-34.54048625,CARGAS,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45,Belgrano,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2020-0062,1,17,CALLE,MORENO,-58.39246272,-34.61253541,PASAJEROS,2020,12,4,CICLISTA,BICICLETA,MASCULINO,47,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0063,2,7,CALLE,NUEVA YORK,-58.52783814,-34.61047001,MOTO,2020,12,5,PEATON,PEATON,MASCULINO,38,Villa Devoto,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2020-0063,2,7,CALLE,NUEVA YORK,-58.52783814,-34.61047001,MOTO,2020,12,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,Villa Devoto,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2020-0065,1,16,GRAL PAZ,"PAZ, GRAL. AV.",-58.49332664,-34.54836855,AUTO,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2020-0066,1,4,AUTOPISTA,AUTOPISTA PERITO MORENO,-58.50178784,-34.63593897,OBJETO FIJO,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27,Villa Luro,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2020-0067,1,22,AVENIDA,SAENZ AV.,-58.41657793,-34.65476216,PASAJEROS,2020,12,11,PEATON,PEATON,MASCULINO,51,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2020-0068,1,20,AVENIDA,DEL LIBERTADOR AV.,-58.39731474,-34.58307887,AUTO,2020,12,12,CONDUCTOR,MOTO,MASCULINO,71,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2020-0069,1,5,AVENIDA,INDEPENDENCIA AV.,-58.38746381,-34.61790839,PASAJEROS,2020,12,15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,Monserrat,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0070,1,15,AVENIDA,CALLAO AV.,-58.39189441,-34.59176378,PASAJEROS,2020,12,17,PEATON,PEATON,FEMENINO,81,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2020-0071,1,23,AVENIDA,SAN PEDRITO AV.,-58.46749188,-34.63551751,AUTO,2020,12,17,PEATON,PEATON,MASCULINO,4,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2020-0072,1,3,AVENIDA,JUJUY AV.,-58.40280471,-34.62113271,AUTO,2020,12,19,CICLISTA,BICICLETA,MASCULINO,42,San Cristóbal,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2020-0073,1,7,AVENIDA,27 DE FEBRERO AV.,-58.44451316,-34.68475866,OBJETO FIJO,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56,Villa Riachuelo,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2020-0074,1,21,AVENIDA,BOGOTA,-58.47110424,-34.62742408,AUTO,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2020-0075,1,14,AVENIDA,CORRIENTES AV.,-58.38220928,-34.60373898,PASAJEROS,2020,12,23,PEATON,PEATON,MASCULINO,23,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2020-0076,1,12,AVENIDA,ALVAREZ JONTE AV.,-58.49794468,-34.61565025,PASAJEROS,2020,12,24,CONDUCTOR,AUTO,FEMENINO,78,Monte Castro,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2020-0077,2,6,AVENIDA,SAN MARTIN AV.,-58.47220945,-34.60111373,AUTO,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30,La Paternal,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2020-0077,2,6,AVENIDA,SAN MARTIN AV.,-58.47220945,-34.60111373,AUTO,2020,12,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24,La Paternal,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2020-0078,1,5,CALLE,BARCO CENTENERA DEL,-58.43706741,-34.63217813,PASAJEROS,2020,12,25,CICLISTA,BICICLETA,MASCULINO,26,Parque Chacabuco,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2020-0079,1,4,GRAL PAZ,"PAZ, GRAL. AV.",-58.49332664,-34.54836855,OBJETO FIJO,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2021-0001,1,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,-58.37960727,-34.62622851,AUTO,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
